brand,category,product_name,material,retailer,season,rating,discount_percent,original_price,current_price,image_url,product_url,date_scraped
Flying Machine,Jacket,Flying Machine Jacket,Leather,Reliance Trends,All-Season,3.7,20,1558.84,1247.07,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.reliancetrends.com/search?q=Flying+Machine+Jacket,2025-10-29
Flying Machine,Chinos,Flying Machine Chinos,Synthetic,Max Fashion,Spring,3.5,20,1114.29,891.43,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Flying+Machine+Chinos,2025-10-29
Vero Moda,Skirt,Vero Moda Skirt,Viscose,Ajio,Winter,3.7,0,2270.67,2270.67,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.ajio.com/search/?text=Vero+Moda+Skirt,2025-10-29
Adidas,Dress,Adidas Dress,Denim,Lifestyle,Winter,3.9,15,5445.79,4628.92,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.lifestylestores.com/in/en/search/?text=Adidas+Dress,2025-10-29
Nike,Coat,Nike Coat,Leather,Myntra,Spring,3.5,25,21122.09,15841.57,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.myntra.com/shop/Nike+Coat,2025-10-29
HRX,Coat,HRX Coat,Wool,Westside,Winter,4.0,50,6679.58,3339.79,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.westside.com/search?q=HRX+Coat,2025-10-29
Marks & Spencer,T-Shirt,Marks & Spencer T-Shirt,Silk,Westside,Winter,4.4,30,1265.96,886.17,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.westside.com/search?q=Marks+&+Spencer+T-Shirt,2025-10-29
Marks & Spencer,Hoodie,Marks & Spencer Hoodie,Linen,Myntra,Spring,4.1,15,3074.21,2613.08,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/Marks+&+Spencer+Hoodie,2025-10-29
Tommy Hilfiger,Hoodie,Tommy Hilfiger Hoodie,Polyester,Shoppers Stop,Winter,4.2,40,9166.99,5500.2,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.shoppersstop.com/search?q=Tommy+Hilfiger+Hoodie,2025-10-29
Puma,T-Shirt,Puma T-Shirt,Leather,Amazon India,Winter,3.8,30,1418.82,993.17,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.amazon.in/s?k=Puma+T-Shirt,2025-10-29
Peter England,Jeans,Peter England Jeans,Viscose,Flipkart,Spring,3.8,50,1081.09,540.55,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.flipkart.com/search?q=Peter+England+Jeans,2025-10-29
Being Human,Blazer,Being Human Blazer,Silk,Flipkart,Summer,3.7,25,3125.24,2343.93,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.flipkart.com/search?q=Being+Human+Blazer,2025-10-29
Mast & Harbour,Blazer,Mast & Harbour Blazer,Linen,Amazon India,All-Season,4.1,0,1166.13,1166.13,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=Mast+&+Harbour+Blazer,2025-10-29
W for Woman,Blazer,W for Woman Blazer,Silk,Reliance Trends,All-Season,3.7,0,3194.5,3194.5,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.reliancetrends.com/search?q=W+for+Woman+Blazer,2025-10-29
US Polo Assn,Chinos,US Polo Assn Chinos,Wool,Myntra,Winter,3.5,0,2175.16,2175.16,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/US+Polo+Assn+Chinos,2025-10-29
H&M,Pants,H&M Pants,Silk,Westside,All-Season,4.1,25,1863.47,1397.6,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=H&M+Pants,2025-10-29
H&M,Coat,H&M Coat,Synthetic,Ajio,Spring,3.8,40,5174.48,3104.69,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.ajio.com/search/?text=H&M+Coat,2025-10-29
W for Woman,Jacket,W for Woman Jacket,Linen,Ajio,Spring,4.0,0,3136.28,3136.28,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.ajio.com/search/?text=W+for+Woman+Jacket,2025-10-29
Mast & Harbour,Coat,Mast & Harbour Coat,Denim,Ajio,Monsoon,3.6,20,2385.82,1908.65,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.ajio.com/search/?text=Mast+&+Harbour+Coat,2025-10-29
Vero Moda,Shirt,Vero Moda Shirt,Viscose,Shoppers Stop,Monsoon,3.7,40,3512.72,2107.63,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Vero+Moda+Shirt,2025-10-29
Roadster,Sweater,Roadster Sweater,Blend,Shoppers Stop,Spring,3.4,25,1161.39,871.04,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.shoppersstop.com/search?q=Roadster+Sweater,2025-10-29
Adidas,Shirt,Adidas Shirt,Cotton,Lifestyle,All-Season,3.8,50,3574.85,1787.42,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Adidas+Shirt,2025-10-29
Flying Machine,Skirt,Flying Machine Skirt,Leather,Lifestyle,Summer,3.7,70,5595.87,1678.76,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.lifestylestores.com/in/en/search/?text=Flying+Machine+Skirt,2025-10-29
Athena,Polo,Athena Polo,Synthetic,Shoppers Stop,Spring,3.9,30,828.76,580.13,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.shoppersstop.com/search?q=Athena+Polo,2025-10-29
Being Human,Polo,Being Human Polo,Silk,Flipkart,Spring,4.1,30,2161.7,1513.19,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=Being+Human+Polo,2025-10-29
Nike,Chinos,Nike Chinos,Viscose,Max Fashion,Monsoon,4.0,30,3734.38,2614.07,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Nike+Chinos,2025-10-29
Van Heusen,Sweater,Van Heusen Sweater,Blend,Myntra,Spring,4.2,10,1577.64,1419.87,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.myntra.com/shop/Van+Heusen+Sweater,2025-10-29
Adidas,Blazer,Adidas Blazer,Cotton,Westside,All-Season,3.8,20,4510.7,3608.56,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Adidas+Blazer,2025-10-29
W for Woman,Jacket,W for Woman Jacket,Denim,Myntra,Monsoon,3.7,60,8792.59,3517.04,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/W+for+Woman+Jacket,2025-10-29
Tommy Hilfiger,Skirt,Tommy Hilfiger Skirt,Blend,Westside,Spring,4.1,30,6285.96,4400.17,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.westside.com/search?q=Tommy+Hilfiger+Skirt,2025-10-29
Calvin Klein,Dress,Calvin Klein Dress,Linen,Flipkart,Winter,4.7,0,6889.1,6889.1,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.flipkart.com/search?q=Calvin+Klein+Dress,2025-10-29
Only,Sweater,Only Sweater,Cotton,Westside,All-Season,4.2,25,2747.13,2060.35,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.westside.com/search?q=Only+Sweater,2025-10-29
Breakbounce,Jacket,Breakbounce Jacket,Wool,Max Fashion,All-Season,4.0,15,3336.66,2836.16,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.maxfashion.in/in/en/search/?text=Breakbounce+Jacket,2025-10-29
Van Heusen,Dress,Van Heusen Dress,Blend,Ajio,Summer,4.1,10,1652.9,1487.61,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=Van+Heusen+Dress,2025-10-29
Levi's,Blazer,Levi's Blazer,Leather,Shoppers Stop,Spring,4.3,40,12231.44,7338.86,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.shoppersstop.com/search?q=Levi's+Blazer,2025-10-29
Nike,Coat,Nike Coat,Leather,Westside,All-Season,3.5,0,16294.82,16294.82,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.westside.com/search?q=Nike+Coat,2025-10-29
HRX,Hoodie,HRX Hoodie,Polyester,Lifestyle,Winter,3.7,60,2421.65,968.66,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.lifestylestores.com/in/en/search/?text=HRX+Hoodie,2025-10-29
Nike,Coat,Nike Coat,Polyester,Ajio,Monsoon,4.1,30,10258.43,7180.9,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.ajio.com/search/?text=Nike+Coat,2025-10-29
Van Heusen,Blazer,Van Heusen Blazer,Linen,Shoppers Stop,Winter,4.0,25,3624.62,2718.47,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.shoppersstop.com/search?q=Van+Heusen+Blazer,2025-10-29
Flying Machine,Blazer,Flying Machine Blazer,Blend,Lifestyle,All-Season,3.7,20,1192.13,953.71,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.lifestylestores.com/in/en/search/?text=Flying+Machine+Blazer,2025-10-29
Levi's,Sweater,Levi's Sweater,Blend,Lifestyle,Winter,4.3,60,9059.95,3623.98,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.lifestylestores.com/in/en/search/?text=Levi's+Sweater,2025-10-29
HRX,Skirt,HRX Skirt,Synthetic,Myntra,All-Season,3.7,30,1007.5,705.25,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.myntra.com/shop/HRX+Skirt,2025-10-29
Louis Philippe,Polo,Louis Philippe Polo,Cotton,Reliance Trends,Spring,4.2,60,3710.65,1484.26,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.reliancetrends.com/search?q=Louis+Philippe+Polo,2025-10-29
Tommy Hilfiger,Polo,Tommy Hilfiger Polo,Denim,Myntra,Summer,4.4,20,5079.51,4063.61,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.myntra.com/shop/Tommy+Hilfiger+Polo,2025-10-29
Vero Moda,Shirt,Vero Moda Shirt,Polyester,Flipkart,Winter,4.0,70,3107.49,932.25,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.flipkart.com/search?q=Vero+Moda+Shirt,2025-10-29
Being Human,Pants,Being Human Pants,Silk,Flipkart,Spring,4.0,25,1743.94,1307.95,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=Being+Human+Pants,2025-10-29
Roadster,Dress,Roadster Dress,Blend,Lifestyle,Monsoon,3.6,40,946.8,568.08,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.lifestylestores.com/in/en/search/?text=Roadster+Dress,2025-10-29
Zara,Hoodie,Zara Hoodie,Cotton,Westside,All-Season,4.7,0,2301.27,2301.27,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=Zara+Hoodie,2025-10-29
HRX,Jeans,HRX Jeans,Polyester,Shoppers Stop,Monsoon,4.1,30,2258.26,1580.78,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.shoppersstop.com/search?q=HRX+Jeans,2025-10-29
W for Woman,Polo,W for Woman Polo,Synthetic,Myntra,Winter,3.5,30,581.42,407.0,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.myntra.com/shop/W+for+Woman+Polo,2025-10-29
Forever New,Jacket,Forever New Jacket,Linen,Myntra,All-Season,3.5,40,11271.98,6763.19,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/Forever+New+Jacket,2025-10-29
Vero Moda,Dress,Vero Moda Dress,Cotton,Shoppers Stop,Summer,3.7,15,2270.8,1930.18,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.shoppersstop.com/search?q=Vero+Moda+Dress,2025-10-29
Marks & Spencer,Hoodie,Marks & Spencer Hoodie,Silk,Flipkart,All-Season,4.8,10,2564.08,2307.67,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.flipkart.com/search?q=Marks+&+Spencer+Hoodie,2025-10-29
W for Woman,Blazer,W for Woman Blazer,Linen,Westside,Summer,3.7,20,1831.89,1465.51,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=W+for+Woman+Blazer,2025-10-29
US Polo Assn,Pants,US Polo Assn Pants,Viscose,Flipkart,Winter,3.4,30,1873.98,1311.78,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=US+Polo+Assn+Pants,2025-10-29
Athena,Blazer,Athena Blazer,Wool,Amazon India,Spring,3.4,15,1887.69,1604.53,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=Athena+Blazer,2025-10-29
Mast & Harbour,Shirt,Mast & Harbour Shirt,Leather,Shoppers Stop,Spring,4.0,25,2323.31,1742.48,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Mast+&+Harbour+Shirt,2025-10-29
HRX,Hoodie,HRX Hoodie,Synthetic,Max Fashion,Summer,3.5,25,1025.51,769.13,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=HRX+Hoodie,2025-10-29
Forever New,Chinos,Forever New Chinos,Wool,Westside,Winter,3.4,50,9040.16,4520.08,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=Forever+New+Chinos,2025-10-29
Only,Jeans,Only Jeans,Wool,Max Fashion,Summer,3.5,0,1322.24,1322.24,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.maxfashion.in/in/en/search/?text=Only+Jeans,2025-10-29
Roadster,Dress,Roadster Dress,Viscose,Max Fashion,Summer,3.7,20,1197.88,958.31,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.maxfashion.in/in/en/search/?text=Roadster+Dress,2025-10-29
H&M,Polo,H&M Polo,Silk,Amazon India,Spring,4.1,40,2097.23,1258.34,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.amazon.in/s?k=H&M+Polo,2025-10-29
Only,Sweater,Only Sweater,Linen,Westside,Summer,3.5,15,2073.83,1762.75,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.westside.com/search?q=Only+Sweater,2025-10-29
Being Human,Hoodie,Being Human Hoodie,Leather,Shoppers Stop,Summer,3.8,10,1231.26,1108.14,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.shoppersstop.com/search?q=Being+Human+Hoodie,2025-10-29
Only,Hoodie,Only Hoodie,Linen,Myntra,Spring,4.1,25,2412.11,1809.08,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/Only+Hoodie,2025-10-29
Flying Machine,Polo,Flying Machine Polo,Silk,Max Fashion,Monsoon,3.4,15,653.03,555.08,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.maxfashion.in/in/en/search/?text=Flying+Machine+Polo,2025-10-29
Athena,Hoodie,Athena Hoodie,Synthetic,Myntra,All-Season,3.7,30,906.37,634.46,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/Athena+Hoodie,2025-10-29
Roadster,Hoodie,Roadster Hoodie,Leather,Lifestyle,All-Season,4.0,15,1695.69,1441.33,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.lifestylestores.com/in/en/search/?text=Roadster+Hoodie,2025-10-29
W for Woman,Skirt,W for Woman Skirt,Cotton,Reliance Trends,Summer,4.0,70,1806.25,541.87,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.reliancetrends.com/search?q=W+for+Woman+Skirt,2025-10-29
US Polo Assn,Coat,US Polo Assn Coat,Viscose,Shoppers Stop,Monsoon,3.6,30,6101.54,4271.08,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.shoppersstop.com/search?q=US+Polo+Assn+Coat,2025-10-29
Wrogn,Chinos,Wrogn Chinos,Cotton,Amazon India,Summer,4.0,50,3186.47,1593.24,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.amazon.in/s?k=Wrogn+Chinos,2025-10-29
H&M,T-Shirt,H&M T-Shirt,Wool,Flipkart,Spring,3.7,25,868.27,651.2,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.flipkart.com/search?q=H&M+T-Shirt,2025-10-29
W for Woman,Polo,W for Woman Polo,Wool,Lifestyle,Summer,3.7,15,2100.6,1785.51,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.lifestylestores.com/in/en/search/?text=W+for+Woman+Polo,2025-10-29
Mast & Harbour,Jacket,Mast & Harbour Jacket,Blend,Max Fashion,Spring,3.9,15,1458.06,1239.35,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.maxfashion.in/in/en/search/?text=Mast+&+Harbour+Jacket,2025-10-29
W for Woman,Polo,W for Woman Polo,Polyester,Flipkart,Summer,4.1,40,1103.11,661.87,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=W+for+Woman+Polo,2025-10-29
Forever New,Polo,Forever New Polo,Wool,Ajio,Monsoon,3.5,30,3191.19,2233.83,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.ajio.com/search/?text=Forever+New+Polo,2025-10-29
Roadster,Skirt,Roadster Skirt,Linen,Ajio,Spring,3.5,25,687.03,515.27,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.ajio.com/search/?text=Roadster+Skirt,2025-10-29
W for Woman,Dress,W for Woman Dress,Linen,Flipkart,Spring,3.4,25,3828.42,2871.32,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.flipkart.com/search?q=W+for+Woman+Dress,2025-10-29
Roadster,Sweater,Roadster Sweater,Polyester,Ajio,Winter,3.8,20,449.65,359.72,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.ajio.com/search/?text=Roadster+Sweater,2025-10-29
US Polo Assn,Jacket,US Polo Assn Jacket,Blend,Myntra,All-Season,3.9,15,3014.79,2562.57,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/US+Polo+Assn+Jacket,2025-10-29
Being Human,Chinos,Being Human Chinos,Cotton,Myntra,Spring,3.9,30,1212.47,848.73,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/Being+Human+Chinos,2025-10-29
Van Heusen,Skirt,Van Heusen Skirt,Wool,Shoppers Stop,Monsoon,4.4,0,2430.71,2430.71,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.shoppersstop.com/search?q=Van+Heusen+Skirt,2025-10-29
Vero Moda,Chinos,Vero Moda Chinos,Polyester,Myntra,Summer,4.0,20,1358.6,1086.88,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/Vero+Moda+Chinos,2025-10-29
US Polo Assn,Jacket,US Polo Assn Jacket,Blend,Shoppers Stop,Monsoon,3.8,25,5997.09,4497.82,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.shoppersstop.com/search?q=US+Polo+Assn+Jacket,2025-10-29
Roadster,Blazer,Roadster Blazer,Linen,Max Fashion,Summer,3.4,20,1467.56,1174.05,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.maxfashion.in/in/en/search/?text=Roadster+Blazer,2025-10-29
Adidas,Pants,Adidas Pants,Leather,Myntra,Summer,3.4,0,4479.06,4479.06,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/Adidas+Pants,2025-10-29
Being Human,Shirt,Being Human Shirt,Viscose,Ajio,Spring,3.9,40,1750.62,1050.37,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.ajio.com/search/?text=Being+Human+Shirt,2025-10-29
Flying Machine,Skirt,Flying Machine Skirt,Cotton,Ajio,Spring,4.2,20,1081.18,864.94,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.ajio.com/search/?text=Flying+Machine+Skirt,2025-10-29
Nike,Dress,Nike Dress,Leather,Ajio,Monsoon,3.6,50,12453.12,6226.56,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=Nike+Dress,2025-10-29
Marks & Spencer,Jacket,Marks & Spencer Jacket,Leather,Reliance Trends,Monsoon,4.8,0,5172.16,5172.16,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.reliancetrends.com/search?q=Marks+&+Spencer+Jacket,2025-10-29
AND,Shirt,AND Shirt,Blend,Westside,Spring,3.8,15,900.18,765.15,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.westside.com/search?q=AND+Shirt,2025-10-29
Puma,Pants,Puma Pants,Cotton,Max Fashion,Monsoon,3.5,25,2294.47,1720.86,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Puma+Pants,2025-10-29
H&M,Dress,H&M Dress,Synthetic,Reliance Trends,All-Season,3.8,25,2047.75,1535.81,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.reliancetrends.com/search?q=H&M+Dress,2025-10-29
Marks & Spencer,Dress,Marks & Spencer Dress,Linen,Amazon India,All-Season,4.6,10,6110.69,5499.62,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.amazon.in/s?k=Marks+&+Spencer+Dress,2025-10-29
Athena,Coat,Athena Coat,Linen,Westside,Summer,3.6,15,3464.52,2944.84,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.westside.com/search?q=Athena+Coat,2025-10-29
Zara,Shirt,Zara Shirt,Synthetic,Shoppers Stop,Summer,4.6,15,1506.48,1280.51,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Zara+Shirt,2025-10-29
AND,Dress,AND Dress,Silk,Flipkart,Summer,3.8,30,5268.55,3687.99,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.flipkart.com/search?q=AND+Dress,2025-10-29
Van Heusen,Coat,Van Heusen Coat,Wool,Lifestyle,Monsoon,4.0,30,4285.59,2999.91,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.lifestylestores.com/in/en/search/?text=Van+Heusen+Coat,2025-10-29
